search_engine,search_string,title,media,timestamp,link
Yahoo,Tata Bankruptcy,'Risky jurisdiction': Aircraft lessors raise alarm over Go First crisis in India,Reuters·  via Yahoo Finance,2 years ago,https://r.search.yahoo.com/_ylt=AwrjIcSCy6BniUAk9MjQtDMD;_ylu=Y29sbwNncTEEcG9zAzEwBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1738619906/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2frisky-jurisdiction-aircraft-lessors-raise-113848087.html%3ffr%3dsycsrp_catchall/RK=2/RS=l7s1tW4tbdeh7Gw99tAlZHrZe00-
Google,Jio Lawsuits,LinkedIn lawsuit over use of customer data for AI models is dismissed,The Economic Times,2 days ago,https://m.economictimes.com/tech/artificial-intelligence/linkedin-lawsuit-over-use-of-customer-data-for-ai-models-is-dismissed/amp_articleshow/117796901.cms
Google,Jio Lawsuits,JioHotstar vs Delhi Techie: What is Domain Squatting and can there be legal action?,Digit,25 Oct 2024,https://www.digit.in/news/general/jiohotstar-vs-delhi-techie-what-is-domain-squatting-and-can-there-be-legal-action.html
Google,Jio Lawsuits,JioHotstar.com ownership dispute explained: How JioHotstar domain went from Delhi techie to Dubai sibling,Times of India,28 Oct 2024,https://timesofindia.indiatimes.com/technology/tech-news/jiohotstar-com-ownership-dispute-explained-how-jiohotstar-domain-went-from-delhi-techie-to-dubai-siblings/articleshow/114686323.cms
Google,Jio Lawsuits,Disney settles lawsuit for $43 million over alleged gender pay disparity,Business Standard,26 Nov 2024,https://www.business-standard.com/world-news/disney-settles-lawsuit-for-43-million-over-alleged-gender-pay-disparity-124112600489_1.html
Google,Jio Lawsuits,Earnings call: Reliance Jio saw 250% rise in data traffic in the past three years,MediaNama,25 Apr 2024,https://www.medianama.com/2024/04/223-earnings-call-reliance-jio-250-per-cent-rise-in-data-traffic/
Google,Jio Lawsuits,SIM Shutdown Sparks Legal Battle: Mukesh Ambani Taken to Court Over Jio Dispute,PUNE PULSE,8 Aug 2024,https://www.mypunepulse.com/sim-shutdown-sparks-legal-battle-mukesh-ambani-taken-to-court-over-jio-dispute/
Google,Jio Lawsuits,Adani to Invest $2 Bn in Building Jio World Like Convention Centre,Indianweb2.com,20 Nov 2024,https://www.indianweb2.com/2024/11/adani-to-invest-2-bn-in-building-jio.html
Google,Jio Lawsuits,Govt Response to Mobile Radiation Concerns for Pregnant Women,news24online.com,17 Jul 2024,https://news24online.com/tech/does-mobile-tower-radiation-impact-pregnant-women-read-how-govt-responded-to-this-serious-concern-308068/308068/
Google,Jio Lawsuits,"89% of Indians face call drops even after tariff hike by Jio, Airtel, VI",Business Standard,15 Jul 2024,https://www.business-standard.com/finance/personal-finance/89-of-indians-face-call-drops-even-after-tariff-hike-by-jio-airtel-vi-124071500323_1.html
Google,Jio Lawsuits,Jio buys U.S.-based Mimosa Networks for $60 mn,The Hindu,9 Mar 2023,https://www.thehindu.com/business/jio-buys-us-based-mimosa-networks-for-60-mn/article66600947.ece
Bing,Jio Lawsuits,'Chor Ke Ghar Chori': ChatGPT maker OpenAI roasted after theft claims against China's DeepSeek,Timesofindia,,https://timesofindia.indiatimes.com/technology/social/chor-ke-ghar-chori-chatgpt-maker-openai-roasted-after-theft-claims-against-chinas-deepseek/articleshow/117726470.cms
Bing,Jio Lawsuits,Jio Financial Services Announcement under Regulation 30 (LODR)-Acquisition,Economictimes,,https://economictimes.indiatimes.com/jio-financial-services-ltd/stocksupdate/companyid-14555.cms
Bing,Jio Lawsuits,Jio All-In-One Explained: Here's the List of Jio All-In-One Plans,Gizbot,,https://www.gizbot.com/telecom/features/jio-all-in-one-explained-heres-the-list-of-jio-all-in-one-plans-108103.html
Yahoo,Jio Lawsuits,Asia’s richest man launches $12 4G phones,NextShark,2 years ago,https://r.search.yahoo.com/_ylt=AwrO6PuLy6BnTJAmtgrQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619915/RO=10/RU=https%3a%2f%2fnextshark.com%2fmukesh-ambani-cheapest-internet-connected-phone%2f/RK=2/RS=7FPxUUDs.uu7xMUzeRGUK2hMicc-
Yahoo,Jio Lawsuits,"Apple, Google to alert smartphone users of nearby wireless tracking devices",United Press International·  via Yahoo News,9 months ago,https://r.search.yahoo.com/_ylt=AwrO6PuLy6BnTJAmuArQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619915/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2ftech%2fapple-google-alert-smartphone-users-202347307.html/RK=2/RS=6Hfsz0Dejj9bTJnP0qiKjTaoE5Q-
Yahoo,Jio Lawsuits,"You'll now be able to tell if a tracking device, like an Apple Airtag, is moving with you",Scripps News·  via AOL,9 months ago,https://r.search.yahoo.com/_ylt=AwrO6PuLy6BnTJAmugrQtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619915/RO=10/RU=https%3a%2f%2fwww.aol.com%2fyoull-now-able-tell-tracking-185807929.html/RK=2/RS=CJ8l7KjSDrRdPVICq6d5B0hPFWo-
Yahoo,Jio Lawsuits,"The world's richest families, a privileged pass to college, and microdosing Zepbound: Lifestyle roundup",Quartz·  via Yahoo News,1 month ago,https://r.search.yahoo.com/_ylt=AwrO6PuLy6BnTJAmvArQtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619915/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2flifestyle%2fworlds-richest-families-privileged-pass-140000608.html%3ffr%3dsycsrp_catchall/RK=2/RS=.ZQN082uAiGA8agBJE6N4jZ4CHQ-
Yahoo,Jio Lawsuits,Apple and Google roll out a cross-platform feature to tackle unwanted Bluetooth trackers,Engadget,9 months ago,https://r.search.yahoo.com/_ylt=AwrO6PuLy6BnTJAmvgrQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619915/RO=10/RU=https%3a%2f%2fwww.engadget.com%2fapple-and-google-roll-out-a-cross-platform-feature-to-tackle-unwanted-bluetooth-trackers-172411423.html/RK=2/RS=p50_wwZIIHpU.jVK9fkWRHUbheA-
Yahoo,Jio Lawsuits,India's Religare says US businessman makes competing offer for stake,Reuters·  via Yahoo Finance,1 week ago,https://r.search.yahoo.com/_ylt=AwrO6PuLy6BnTJAmwArQtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619915/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2findias-religare-says-us-businessman-072427155.html%3ffr%3dsycsrp_catchall/RK=2/RS=C0T9v_GUUpWDpAJy7S62C4QMQEg-
Yahoo,Jio Lawsuits,"IPL: Chennai Super Kings, the power franchise led by MS Dhoni",Yahoo Finance UK,2 years ago,https://r.search.yahoo.com/_ylt=AwrO6PuLy6BnTJAmwgrQtDMD;_ylu=Y29sbwNncTEEcG9zAzcEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619915/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fipl-chennai-super-kings-ms-dhoni-000047734.html%3ffr%3dsycsrp_catchall/RK=2/RS=ZcWRv70ylID7uNVAJC_gMRRZyT4-
Yahoo,Jio Lawsuits,A look at how one fintech CEO's PR decision backfired,TechCrunch,1 year ago,https://r.search.yahoo.com/_ylt=AwrO6PuLy6BnTJAmxArQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619915/RO=10/RU=https%3a%2f%2ftechcrunch.com%2f2023%2f10%2f29%2fa-look-at-how-one-fintech-ceos-pr-decision-backfired%2f/RK=2/RS=A27PtUeMlP7LViR3ocyKAbY8h9M-
Yahoo,Jio Lawsuits,Star Founder Broke Down in Tears as Crises Engulfed Byju’s,Bloomberg·  via Yahoo Finance,2 years ago,https://r.search.yahoo.com/_ylt=AwrO6PuLy6BnTJAmxgrQtDMD;_ylu=Y29sbwNncTEEcG9zAzkEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619915/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fstar-founder-broke-down-tears-000000431.html%3ffr%3dsycsrp_catchall/RK=2/RS=sueVyff4_Z8YbxHXnA9cxeHRibg-
Google,Jio Merger,Reliance Jio and Disney Star merger complete: JioStar.com is the go-to website; this means a big ‘Not Int,Times of India,15 Nov 2024,https://timesofindia.indiatimes.com/technology/tech-news/reliance-jio-and-disney-star-merger-complete-jiostar-com-is-the-go-to-website-this-means-a-big-not-interested-message-to-/articleshow/115311446.cms
Google,Jio Merger,Mukesh Ambani's gift to users after Jio-Disney merger as JioStar announces subscription plans starting at jus,India.Com,18 Nov 2024,https://www.india.com/business/mukesh-ambani-gift-to-users-after-jio-disney-merger-as-jiostar-announces-subscription-plans-starting-at-just-rs-15-jiocinema-hotsar-merger-reliance-jio-nita-ambani-jiostar-dot-com-7400053/
Google,Jio Merger,"Jio Cinema to merge with Disney+ Hotstar: What will happen to movies, shows and IPL streaming",Digit,20 Oct 2024,https://www.digit.in/news/apps/jio-cinema-to-merge-with-disney-hotstar-what-will-happen-to-movies-shows-and-ipl-streaming.html
Google,Jio Merger,Jio and Star to operate as unified entity from India-England series,Cricbuzz.com,1 month ago,https://www.cricbuzz.com/cricket-news/132883/jio-and-star-to-operate-as-unified-entity-from-india-england-series
Google,Jio Merger,"Mukesh Ambani's MEGA offer after Jio-Disney merger, Jiostar plans starting at just Rs...",DNA India,18 Nov 2024,https://www.dnaindia.com/business/report-mukesh-ambanis-mega-offer-after-jio-disney-merger-jiostar-plans-starting-at-just-rs-15-3118500
Google,Jio Merger,"Reliance, Disney finalise $8.5B merger of Indian assets; no clarity if JioCinema, Hotstar will merge into JioHotstar",Hindustan Times,15 Nov 2024,https://www.hindustantimes.com/entertainment/reliance-disney-finalise-8-5b-merger-of-indian-assets-no-clarity-if-jiocinema-hotstar-will-merge-into-jiohotstar-101731640686106.html
Google,Jio Merger,Reliance Jio & Disney star complete merger to create $8.5-bn JV,BusinessLine,15 Nov 2024,https://www.thehindubusinessline.com/companies/reliance-disney-complete-merger-to-create-85-billion-jv/article68868404.ece
Google,Jio Merger,Jio Mere Lal: Meet the secret superstar who outsmarted Reliance and secured JioHotstar.com,India Today,24 Oct 2024,https://www.indiatoday.in/fact-check/story/reliance-jio-cinema-disney-hotstar-merger-domain-url-anonymous-owner-interview-2622702-2024-10-24
Google,Jio Merger,Reliance-Disney-Star merger: Why JioStar faces a tough climb’,Fortune India,7 Dec 2024,https://www.fortuneindia.com/long-reads/reliance-disney-star-merger-why-jiostar-faces-tough-climb-to-content-supremacy/119435
Google,Jio Merger,Reliance-Disney merger: JioStar website goes live amid JioHotstar domain saga,mint,12 Nov 2024,https://www.livemint.com/companies/reliancedisney-merger-jiostar-website-goes-live-amid-jiohotstar-domain-saga-11731405960527.html
Bing,Jio Merger,IPL 2025 ad rates spike 25-30% following JioStar merger,Thehindubusinessline,,https://www.thehindubusinessline.com/companies/ipl-2025-ad-rates-spike-25-30-following-jiostar-merger/article69142928.ece
Bing,Jio Merger,"Jio Financial, BlackRock expand operations with new broking venture",Msn,,https://www.msn.com/en-in/money/markets/jio-financial-blackrock-expand-operations-with-new-broking-venture/ar-AA1xzgo5?ocid=BingNewsVerp
Bing,Jio Merger,Reliance Jio,Ndtv,,https://www.ndtv.com/topic/reliance-jio
Bing,Jio Merger,Ex Disney+ Hotstar head Sajith Sivanandan joins Jio Mobile Digital Services as president,Thehindu,,https://www.thehindu.com/sci-tech/technology/ex-disney-hotstar-head-sajith-sivanandan-joins-jio-mobile-digital-services-as-president/article69126555.ece
Bing,Jio Merger,Jio Star channel bouquet pricing revealed: What it means for your TV bills,Indiatvnews,,https://www.indiatvnews.com/technology/news/jio-star-channel-bouquet-pricing-revealed-what-it-means-for-your-tv-bills-2025-01-05-969661
Bing,Jio Merger,Jio Financial Services Share Price,Economictimes,,https://economictimes.indiatimes.com/jio-financial-services-ltd/stocks/companyid-14555.cms
Bing,Jio Merger,Jio Financial Services Share Price Live Today,Cnbctv18,,https://www.cnbctv18.com/market/stocks/jio-financial-services-share-price/JFS/
Yahoo,Jio Merger,"India’s Jio Studios Chief Reveals Slate, Strategy: ‘We’ve Hit a Purple Patch, Like Tendulkar Hitting Centuries’ (EXCLUSIVE)",Variety·  via Yahoo News,10 months ago,https://r.search.yahoo.com/_ylt=AwrjIcSVy6BnfUwlKWnQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619925/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fentertainment%2findia-jio-studios-chief-reveals-024500157.html%3ffr%3dsycsrp_catchall/RK=2/RS=TFiDQczAv8rx1KmR97PGcdcfkas-
Yahoo,Jio Merger,"Reliance's Jio Financial hits limit-down on debut, valued at $19 billion",Reuters·  via Yahoo Finance,1 year ago,https://r.search.yahoo.com/_ylt=AwrjIcSVy6BnfUwlK2nQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619925/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2freliance-spin-off-jio-financial-044345942.html%3ffr%3dsycsrp_catchall/RK=2/RS=eOiZb7HeWAnE2bBUrsoVvp1zY6o-
Yahoo,Jio Merger,"Disney and Mukesh Ambani’s Reliance Industries Edge Closer to Massive India TV Deal, Say Reports",Variety·  via Yahoo News,1 year ago,https://r.search.yahoo.com/_ylt=AwrjIcSVy6BnfUwlLWnQtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619925/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fentertainment%2fdisney-mukesh-ambani-reliance-industries-112217301.html%3ffr%3dsycsrp_catchall/RK=2/RS=mNUXXZbCU22VHa.jfslnloFMAoU-
Yahoo,Jio Merger,Will the $6 Billion IPL Cricket Series Mean Disney is Hit for Six in India?,Variety·  via Yahoo News,2 years ago,https://r.search.yahoo.com/_ylt=AwrjIcSVy6BnfUwlL2nQtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619925/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fentertainment%2f6-billion-ipl-cricket-series-133000163.html%3ffr%3dsycsrp_catchall/RK=2/RS=HFYMEJ_ZA.bVoPlZgYLNpVr05NY-
Yahoo,Jio Merger,"Will the Sony-Zee Merger Be a Turning Point in Indian Media, or Another Milestone in the Decline of Linear TV?",Variety·  via Yahoo News,1 year ago,https://r.search.yahoo.com/_ylt=AwrjIcSVy6BnfUwlMWnQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619925/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fentertainment%2fsony-zee-merger-turning-point-141430708.html%3ffr%3dsycsrp_catchall/RK=2/RS=7w0dM2JhTzN73ArjM4502Taat9g-
Yahoo,Jio Merger,Sony Calls Off $10 Billion Merger With Indian TV Giant Zee Entertainment Enterprises,Variety·  via Yahoo News,1 year ago,https://r.search.yahoo.com/_ylt=AwrjIcSVy6BnfUwlM2nQtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619925/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fentertainment%2fsony-calls-off-10-billion-063609541.html%3ffr%3dsycsrp_catchall/RK=2/RS=HwP4KQOc3jImsx68jLAfKW6UMns-
Yahoo,Jio Merger,India's Vodafone Idea misses Q4 revenue view as subscriber base narrows,Reuters·  via Yahoo Finance,9 months ago,https://r.search.yahoo.com/_ylt=AwrjIcSVy6BnfUwlNWnQtDMD;_ylu=Y29sbwNncTEEcG9zAzcEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619925/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2findias-vodafone-idea-misses-q4-145114735.html%3ffr%3dsycsrp_catchall/RK=2/RS=saIgexNJNseCC6TqSPKuUm91MRQ-
Yahoo,Jio Merger,India's Vodafone Idea reports lower-than-expected Q1 loss on reduced expenses,Reuters·  via Yahoo Finance,6 months ago,https://r.search.yahoo.com/_ylt=AwrjIcSVy6BnfUwlN2nQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619925/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2findias-vodafone-idea-reports-lower-143418326.html%3ffr%3dsycsrp_catchall/RK=2/RS=J6xlJ5fkN.CPe9bvUeeoAYz6a0s-
Yahoo,Jio Merger,Disney In Talks With Mukesh Ambani's Reliance For Mega Indian Media Merger,Benzinga·  via Yahoo Finance,1 year ago,https://r.search.yahoo.com/_ylt=AwrjIcSVy6BnfUwlOWnQtDMD;_ylu=Y29sbwNncTEEcG9zAzkEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619925/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fdisney-talks-mukesh-ambanis-reliance-090020066.html%3ffr%3dsycsrp_catchall/RK=2/RS=XsYAIehEtaE.bVCnoi_9JBbJZHM-
Yahoo,Jio Merger,Disney-Reliance $8.5 Billion Media Merger Faces Antitrust Scrutiny in India Over Cricket Rights: Report,Variety·  via Yahoo Finance,5 months ago,https://r.search.yahoo.com/_ylt=AwrjIcSVy6BnfUwlO2nQtDMD;_ylu=Y29sbwNncTEEcG9zAzEwBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1738619925/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fdisney-reliance-8-5-billion-154919851.html%3ffr%3dsycsrp_catchall/RK=2/RS=o._3TImnVxgwx0My35pqq9uDNsA-
Google,Jio Bankruptcy,Reliance Infratel Insolvency: Supreme Court Restores Four Entities As Financial Creditors,NDTV Profit,1 month ago,https://www.ndtvprofit.com/business/reliance-infratel-insolvency-supreme-court-restores-four-entities-as-financial-creditors
Google,Jio Bankruptcy,Jio moves NCLT for early resolution of Reliance Infratel bankruptcy process,The Economic Times,6 Nov 2022,https://m.economictimes.com/industry/telecom/telecom-news/jio-moves-nclt-for-early-resolution-of-reliance-infratel-bankruptcy-process/articleshow/95341618.cms
Google,Jio Bankruptcy,Jio moves NCLT for early resolution of Reliance Infratel bankruptcy process,ET Telecom,6 Nov 2022,https://telecom.economictimes.indiatimes.com/news/jio-moves-nclt-for-early-resolution-of-reliance-infratel-bankruptcy-process/95341787
Google,Jio Bankruptcy,Mukesh Ambani's Reliance Jio planning to bid for brother Anil's RCom in bankruptcy,India Today,17 Jul 2019,https://www.indiatoday.in/business/story/mukesh-ambani-s-reliance-jio-planning-to-bid-for-brother-anil-s-rcom-in-bankruptcy-1570373-2019-07-17
Google,Jio Bankruptcy,"Aircel files for bankruptcy, cites Jio's disruptive entry as a reason",Business Standard,28 Feb 2018,https://www.business-standard.com/article/companies/aircel-files-for-bankruptcy-cites-jio-s-disruptive-entry-as-a-reason-118022800709_1.html
Google,Jio Bankruptcy,"Airtel, Reliance Jio submit bids for assets of bankrupt RCom | Mint",mint,25 Nov 2019,https://www.livemint.com/industry/telecom/reliance-jio-bharti-airtel-submit-bids-for-rcom-assets-11574672715005.html
Google,Jio Bankruptcy,"Tariff war with Jio, Rs 46,000 cr debt, pressure from lenders force RCom to go for bankruptcy",Business Today,2 Feb 2019,https://www.businesstoday.in/latest/corporate/story/anil-ambani-rcom-files-for-bankruptcy-after-several-failed-attempts-to-repay-debt-168013-2019-02-02
Google,Jio Bankruptcy,Reliance Communications: End of the road or last throw of the dice?’,Fortune India,2 Feb 2019,https://www.fortuneindia.com/enterprise/reliance-communications-end-of-the-road-or-last-throw-of-the-dice/102941
Google,Jio Bankruptcy,What happens if Vodafone Idea goes bankrupt?,Capitalmind,5 Aug 2021,https://premium.capitalmind.in/2021/08/what-happens-if-vodafone-idea-goes-bankrupt/
Google,Jio Bankruptcy,"BSNL ‘sinking deep’ in crisis amid user churn to Jio, Airtel, delay in 4G gear supply: Employees union",ET Telecom,16 Feb 2024,https://telecom.economictimes.indiatimes.com/news/industry/bsnl-sinking-deep-in-crisis-amid-user-churn-to-jio-airtel-delay-in-4g-gear-supply-employees-union/107748436
Bing,Jio Bankruptcy,Jio Financial Services Share Price Highlights: Jio Financial Services closes lower at Rs 289.25,Economictimes,,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/jio-financial-services-stock-price-livestock-price-today-live-updates-09-jan-2025/liveblog/117069881.cms
Bing,Jio Bankruptcy,Jio Financial Services shares in focus after Rs 117 crore infusion in mutual fund business,Msn,,https://www.msn.com/en-in/money/other/jio-financial-services-shares-in-focus-after-rs-117-crore-infusion-in-mutual-fund-business/ar-AA1xCTVe?ocid=BingNewsVerp
Bing,Jio Bankruptcy,Jio Recharge Plans 2025: Top 5G plans under Rs 500 for everyone,Digit,,https://www.digit.in/news/general/jio-recharge-plans-2025-top-5g-plans-under-rs-500-for-everyone.html
Bing,Jio Bankruptcy,"Jio leads in 12 telecom circles, Airtel dominates in nine",Thehindu,,https://www.thehindu.com/data/jio-leads-in-12-telecom-circles-airtel-dominates-in-nine/article69146350.ece
Bing,Jio Bankruptcy,Jio delivers significant savings with free Netflix for 84 days on two plans featuring free calling,Indiatvnews,,https://www.indiatvnews.com/technology/news/jio-delivers-significant-savings-with-free-netflix-for-84-days-on-two-plans-featuring-free-calling-2025-01-06-969775
Bing,Jio Bankruptcy,Jio All-In-One Explained: Here's the List of Jio All-In-One Plans,Gizbot,,https://www.gizbot.com/telecom/features/jio-all-in-one-explained-heres-the-list-of-jio-all-in-one-plans-108103.html
Google,Apple Lawsuits,Apple to pay $95m to settle Siri listening case,BBC,4 weeks ago,https://www.bbc.com/news/articles/cr4rvr495rgo
Google,Apple Lawsuits,Apple settles $95M eavesdropping lawsuit: Has it done enough to address privacy concerns around Siri?,The Indian Express,4 weeks ago,https://indianexpress.com/article/technology/tech-news-technology/apple-settlement-siri-lawsuit-what-to-know-9761331/
Google,Apple Lawsuits,Apple urges federal judge for early dismissal in US antitrust lawsuit,Business Standard,21 Nov 2024,https://www.business-standard.com/world-news/apple-urges-federal-judge-for-early-dismissal-in-us-antitrust-lawsuit-124112100102_1.html
Google,Apple Lawsuits,Are you an Apple device owner? Millions may be eligible for a payout in a $95 million class action lawsuit,The Economic Times,1 month ago,https://m.economictimes.com/news/international/us/are-you-an-apple-device-owner-millions-may-be-eligible-for-a-payout-in-a-95-million-class-action-lawsuit-settlement/articleshow/116948266.cms
Google,Apple Lawsuits,Apple to pay $95 million to settle Siri privacy lawsuit,Reuters,1 month ago,https://www.reuters.com/legal/apple-pay-95-million-settle-siri-privacy-lawsuit-2025-01-02/
Google,Apple Lawsuits,Apple faces class action lawsuit over alleged AirPods Pro audio defects,Times of India,14 Nov 2024,https://timesofindia.indiatimes.com/technology/tech-news/apple-faces-class-action-lawsuit-over-alleged-airpods-pro-audio-defects/articleshow/115298532.cms
Google,Apple Lawsuits,"If You Own an Apple Watch, You Could Win $20—From a Class Action Lawsuit",VICE,3 days ago,https://www.vice.com/en/article/apple-settles-class-action-lawsuit-swollen-apple-watch-batteries/
Google,Apple Lawsuits,US v. Apple: everything you need to know,The Verge,20 Nov 2024,https://www.theverge.com/24107581/doj-v-apple-antitrust-monoply-news-updates
Google,Apple Lawsuits,"Got an Apple device? THESE users may be eligible for payout in Rs 814 crore class action lawsuit, check",DNA India,4 weeks ago,https://www.dnaindia.com/explainer/report-got-an-apple-device-these-users-may-be-eligible-for-payout-in-rs-814-crore-class-action-lawsuit-check-eligibility-3125821
Google,Apple Lawsuits,Siri’s listening to you — but is it spying?,Vox,3 weeks ago,https://www.vox.com/culture/393839/apple-siri-lawsuit-settlement-is-my-phone-spying-on-me
Bing,Apple Lawsuits,Apple to pay out $20 million over Apple Watch battery swelling lawsuit,Gizmochina,,https://www.gizmochina.com/2025/02/03/apple-pay-20-million-watch-battery-swelling-lawsuit/
Bing,Apple Lawsuits,Apple Reaches $20M Settlement in Watch Battery Lawsuit: Here's Who Qualifies,Msn,,https://www.msn.com/en-us/news/technology/apple-reaches-20m-settlement-in-watch-battery-lawsuit-heres-who-qualifies/ar-AA1y8Jgn?ocid=BingNewsVerp
Bing,Apple Lawsuits,Apple pays Apple Watch users 20 million US dollars after class action lawsuit,Heise,,https://www.heise.de/en/news/Apple-pays-Apple-Watch-users-20-million-US-dollars-after-class-action-lawsuit-10267483.html
Bing,Apple Lawsuits,Apple Settles Lawsuit Over Expanding Watch Batteries,Msn,,https://www.msn.com/en-us/technology/consumer-electronics/apple-settles-lawsuit-over-expanding-watch-batteries/ar-AA1yiowV?ocid=BingNewsVerp
Bing,Apple Lawsuits,One of Apple's best-selling products has been accused of exposing users to cancer in a lawsuit; what is it all about?,Msn,,https://www.msn.com/en-in/technology/tech-companies/one-of-apple-s-best-selling-products-has-been-accused-of-exposing-users-to-cancer-in-a-lawsuit-what-is-it-all-about/ar-AA1xNZpF?ocid=BingNewsVerp
Bing,Apple Lawsuits,Apple Watch $20 Million Payout: Are You Eligible And How Do You Claim?,Forbes,,https://www.forbes.com/sites/davidphelan/2025/01/31/apple-watch-20-million-payout-are-you-eligible-and-how-do-you-claim/
Bing,Apple Lawsuits,"Bought an Apple Watch Series 3 or earlier? Apple could owe you money, here's how to make a claim",Msn,,https://www.msn.com/en-us/money/other/bought-an-apple-watch-series-3-or-earlier-apple-could-owe-you-money-here-s-how-to-make-a-claim/ar-AA1yjPNT?ocid=BingNewsVerp
Bing,Apple Lawsuits,Apple Lawsuits,Macrumors,,https://www.macrumors.com/guide/lawsuit/
Bing,Apple Lawsuits,Apple Watch Lawsuit Claims Some Bands Contain Harmful 'Forever Chemicals',Msn,,https://www.msn.com/en-us/health/other/apple-watch-lawsuit-claims-some-bands-contain-harmful-forever-chemicals/ar-AA1xOjlO?ocid=BingNewsVerp
Yahoo,Apple Lawsuits,Apple Watch owners could get up to $50 from $20 million battery lawsuit settlement,TechSpot,3 hours ago,https://r.search.yahoo.com/_ylt=AwrO6Puoy6BnI8Il3lbQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619944/RO=10/RU=https%3a%2f%2fwww.techspot.com%2fnews%2f106613-apple-watch-owners-could-get-up-50-20.html/RK=2/RS=rHS9sYRxTBTLHnNvnW6P9mLPoBs-
Yahoo,Apple Lawsuits,"Bought an Apple Watch Series 3 or earlier? Apple could owe you money, here's how to make a claim",TechRadar,3 hours ago,https://r.search.yahoo.com/_ylt=AwrO6Puoy6BnI8Il4FbQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619944/RO=10/RU=https%3a%2f%2fwww.techradar.com%2fhealth-fitness%2fsmartwatches%2fbought-an-apple-watch-series-3-or-earlier-apple-could-owe-you-money-heres-how-to-make-a-claim/RK=2/RS=kj876IZogBiQh0jJTMx.2Y6kRtw-
Yahoo,Apple Lawsuits,Apple defends search engine deals in Google's antitrust case,Android Headlines,2 hours ago,https://r.search.yahoo.com/_ylt=AwrO6Puoy6BnI8Il4lbQtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1738619944/RO=10/RU=https%3a%2f%2fwww.androidheadlines.com%2f2025%2f02%2fapple-defends-search-engine-deals-in-google-antitrust-case.html/RK=2/RS=.6_srtViwFlwn6.zmF3RA5L0_Fo-
